Month,Values,CostCarrier,CostElement
8,-1.35,T2B0000008,664101000
8,-33.12,T2B0000008,664104000
8,-35.59,T2B0000008,664201000
8,-288,T2B0000008,710516000
8,-7,T2B0000008,710520000
8,-0.01,T2B0000009,664609000
8,-61.99,T2B0000011,610501000
8,-108.39,T2B0000011,610601000
8,-1909.0000000000005,T2B0000011,611601000
8,-48.24,T2B0000011,612205000
8,-4.17,T2B0000011,613101000
8,-29081.579999999994,T2B0000011,640301000
8,-3481.25,T2B0000011,640302000
8,-852.49,T2B0000011,640304000
8,-1126.6200000000001,T2B0000011,640312000
8,69.09,T2B0000011,640606000
8,-10241.470000000001,T2B0000011,640901000
8,-253.81999999999996,T2B0000011,640901011
8,-145.69,T2B0000011,640901012
8,-1225.3999999999996,T2B0000011,640901013
8,-1062,T2B0000011,641601000
8,354.04,T2B0000011,641602000
8,-1127,T2B0000011,660801000
8,-24.07,T2B0000011,661201000
8,-26.17,T2B0000011,661202000
8,-267.55,T2B0000011,661402000
8,-1662.24,T2B0000011,662202000
8,-2360.11,T2B0000011,662204000
8,-53.63,T2B0000011,662212000
8,-82.30000000000001,T2B0000011,662213000
8,-30,T2B0000011,662602000
8,-113.26999999999998,T2B0000011,663701000
8,-558.88,T2B0000011,664001000
8,-2.66,T2B0000011,664101000
8,-65.54,T2B0000011,664104000
8,-70.45,T2B0000011,664201000
8,-63.36,T2B0000011,664605019
8,-347,T2B0000011,710516000
8,-70.84,T2B0000013,610501000
8,-135.79,T2B0000013,610601000
8,-510.74999999999983,T2B0000013,611601000
8,-52.26,T2B0000013,612205000
8,-4.76,T2B0000013,613101000
8,-23283.1,T2B0000013,640301000
8,-5863.75,T2B0000013,640302000
8,-3609.06,T2B0000013,640304000
8,-592.47,T2B0000013,640312000
8,-193.27999999999997,T2B0000013,640606000
8,-9761.910000000002,T2B0000013,640901000
8,-200.82,T2B0000013,640901011
8,-98.02000000000001,T2B0000013,640901012
8,-1573.7000000000007,T2B0000013,640901013
8,-358.02,T2B0000013,641601000
8,-1361.4299999999998,T2B0000013,660801000
8,-457.28,T2B0000013,661001000
8,-27.51,T2B0000013,661201000
8,-29.91,T2B0000013,661202000
8,-305.78,T2B0000013,661402000
8,-545.6,T2B0000013,662202000
8,-877.55,T2B0000013,662204000
8,-30.48,T2B0000013,662208000
8,-29.64,T2B0000013,662212000
8,-2569.7200000000003,T2B0000013,662213000
8,-23,T2B0000013,662602000
8,-232.94,T2B0000013,663701000
8,-750.9399999999999,T2B0000013,664001000
8,-1.47,T2B0000013,664101000
8,-52.22,T2B0000013,664104000
8,-38.93,T2B0000013,664201000
8,-30.450000000000003,T2B0000013,664605019
8,-266,T2B0000013,710516000
8,-778,T2B0000013,711401000
8,-53.13,T2B0000015,610501000
8,-89.25,T2B0000015,611601000
8,-28.14,T2B0000015,612205000
8,-3.57,T2B0000015,613101000
8,-37820.44,T2B0000015,640301000
8,-10386.25,T2B0000015,640302000
8,-1000,T2B0000015,640304000
8,-365.81999999999994,T2B0000015,640312000
8,-914.1299999999999,T2B0000015,640606000
8,-13208.880000000001,T2B0000015,640901000
8,-193.15,T2B0000015,640901011
8,-13.49,T2B0000015,640901012
8,-1372.0699999999997,T2B0000015,640901013
8,-336,T2B0000015,641601000
8,-1069.1200000000001,T2B0000015,660801000
8,-1154.9099999999999,T2B0000015,661001000
8,-20.63,T2B0000015,661201000
8,-22.43,T2B0000015,661202000
8,-89.51,T2B0000015,661301000
8,-229.33,T2B0000015,661402000
8,-149.98,T2B0000015,662202000
8,-480.95000000000005,T2B0000015,662204000
8,15.979999999999999,T2B0000015,662208000
8,-16.94,T2B0000015,662212000
8,-94.55,T2B0000015,662213000
8,-79,T2B0000015,662608000
8,-102.24000000000001,T2B0000015,663701000
8,-2864.4,T2B0000015,663902006
8,-4.03,T2B0000015,663903000
8,-495.48,T2B0000015,664001000
8,-0.84,T2B0000015,664101000
8,-136.36999999999998,T2B0000015,664104000
8,-22.25,T2B0000015,664201000
8,-12.29,T2B0000015,664605019
8,-856,T2B0000015,710516000
8,-0.009999999999308784,T2B0000017,663905000
8,-60,T2B0000017,710501000
8,-285,T2B0000017,710516000
8,0,T2B0000019,662212000
8,-5397.5,T2B0000020,640301000
8,-1899.9200000000003,T2B0000020,640901000
8,9584.980000000001,T2B0000020,662213000
8,-139.64,T2B0000021,610001000
8,-88.56,T2B0000021,610501000
8,-150.60000000000002,T2B0000021,611601000
8,-60.3,T2B0000021,612205000
8,-5.95,T2B0000021,613101000
8,-27985.02,T2B0000021,640301000
8,-3539.1699999999983,T2B0000021,640302000
8,-658.3,T2B0000021,640312000
8,-10225.000000000002,T2B0000021,640901000
8,-216.27,T2B0000021,640901011
8,-62.90000000000001,T2B0000021,640901012
8,-1817.3099999999993,T2B0000021,640901013
8,60.75999999999999,T2B0000021,641601000
8,-1705.6499999999999,T2B0000021,660801000
8,-34.39,T2B0000021,661201000
8,-37.39,T2B0000021,661202000
8,-101.86,T2B0000021,661301000
8,-382.22,T2B0000021,661402000
8,-720.75,T2B0000021,662202000
8,33.63999999999993,T2B0000021,662204000
8,0,T2B0000021,662208000
8,-28.23,T2B0000021,662212000
8,-39.4,T2B0000021,662213000
8,-67.53999999999999,T2B0000021,663701000
8,-369.42,T2B0000021,664001000
8,-1.4,T2B0000021,664101000
8,-45.99,T2B0000021,664104000
8,-37.08,T2B0000021,664201000
8,-11.91,T2B0000021,664605019
8,-321,T2B0000021,710516000
8,-123.98,T2B0000023,610501000
8,-43.45,T2B0000023,610601000
8,-155,T2B0000023,611601000
8,-28.14,T2B0000023,612205000
8,-8.34,T2B0000023,613101000
8,-15435.26,T2B0000023,640301000
8,-3216.3899999999994,T2B0000023,640302000
8,-3837.92,T2B0000023,640304000
8,-541.66,T2B0000023,640312000
8,-7361.58,T2B0000023,640901000
8,-177.24,T2B0000023,640901011
8,-122.50999999999999,T2B0000023,640901012
8,-445.27999999999975,T2B0000023,640901013
8,-311.5,T2B0000023,641601000
8,-2443.5,T2B0000023,660801000
8,-48.14,T2B0000023,661201000
8,-52.35,T2B0000023,661202000
8,-15.42,T2B0000023,661301000
8,-535.11,T2B0000023,661402000
8,-39.52,T2B0000023,662212000
8,-1795.2599999999998,T2B0000023,662213000
8,-46,T2B0000023,662602000
8,-100.95,T2B0000023,663701000
8,-502.64000000000004,T2B0000023,664001000
8,-1.96,T2B0000023,664101000
8,-48.29,T2B0000023,664104000
8,-51.91,T2B0000023,664201000
8,-328,T2B0000023,710516000
8,-26.57,T2B0000024,610501000
8,-28.6,T2B0000024,611601000
8,-1.79,T2B0000024,613101000
8,-2747.61,T2B0000024,640301000
8,-417.5,T2B0000024,640302000
8,-110.01,T2B0000024,640312000
8,-1036.0400000000002,T2B0000024,640901000
8,-20.259999999999998,T2B0000024,640901011
8,-46.75,T2B0000024,640901012
8,-146.96000000000004,T2B0000024,640901013
8,73.83999999999997,T2B0000024,641601000
8,-516.3700000000001,T2B0000024,660801000
8,-10.32,T2B0000024,661201000
8,-11.22,T2B0000024,661202000
8,-114.67,T2B0000024,661402000
8,-8.47,T2B0000024,662212000
8,-22.4,T2B0000024,662213000
8,-2.3,T2B0000024,663701000
8,-125.75999999999999,T2B0000024,663903000
8,-107.19999999999999,T2B0000024,664001000
8,-0.42,T2B0000024,664101000
8,-10.35,T2B0000024,664104000
8,-11.12,T2B0000024,664201000
8,-70,T2B0000024,710516000
8,-44.28,T2B0000025,610501000
8,-108.39,T2B0000025,610601000
8,-57.2,T2B0000025,611601000
8,-49.56,T2B0000025,612205000
8,-2.98,T2B0000025,613101000
8,-6122.92,T2B0000025,640301000
8,-1109.3999999999996,T2B0000025,640302000
8,-73.34,T2B0000025,640312000
8,-2571.9600000000005,T2B0000025,640901000
8,-64.59,T2B0000025,640901011
8,-45.42,T2B0000025,640901012
8,33.940000000000026,T2B0000025,640901013
8,-116.89999999999998,T2B0000025,641601000
8,-839.83,T2B0000025,660801000
8,-17.19,T2B0000025,661201000
8,-18.69,T2B0000025,661202000
8,-2.15,T2B0000025,661301000
8,-191.11,T2B0000025,661402000
8,-14.11,T2B0000025,662212000
8,-47.27,T2B0000025,662213000
8,-113.3,T2B0000025,663701000
8,-179.39999999999998,T2B0000025,664001000
8,-0.7,T2B0000025,664101000
8,-17.25,T2B0000025,664104000
8,-18.54,T2B0000025,664201000
8,-419,T2B0000025,710516000
8,-188.33,T2B0000026,610601000
8,-418.5,T2B0000026,612809000
8,165,T2B0000026,612809015
8,-11810,T2B0000026,660503000
8,-157,T2B0000026,710501000
8,-499,T2B0000026,710516000
8,-138,T2B0000026,710520000
8,-26.57,T2B0000028,610501000
8,-56.6,T2B0000028,611601000
8,-12.06,T2B0000028,612205000
8,-1.79,T2B0000028,613101000
8,-4412.79,T2B0000028,640301000
8,-643.75,T2B0000028,640302000
8,-139.17,T2B0000028,640312000
8,-1654.61,T2B0000028,640901000
8,-34.81,T2B0000028,640901011
8,-46.75,T2B0000028,640901012
8,-226.59999999999994,T2B0000028,640901013
8,-186,T2B0000028,641601000
8,-526.73,T2B0000028,660801000
8,-10.32,T2B0000028,661201000
8,-11.22,T2B0000028,661202000
8,-114.67,T2B0000028,661402000
8,-758.66,T2B0000028,662202000
8,-13.100000000000001,T2B0000028,662208000
8,-8.47,T2B0000028,662212000
8,-14.27,T2B0000028,663701000
8,-1.94,T2B0000028,663903000
8,-116.24000000000001,T2B0000028,664001000
8,-0.42,T2B0000028,664101000
8,-10.35,T2B0000028,664104000
8,-11.12,T2B0000028,664201000
8,-74,T2B0000028,710516000
8,-26.57,T2B0000029,610501000
8,-870.35,T2B0000029,611601000
8,-1.79,T2B0000029,613101000
8,-4007.9,T2B0000029,640301000
8,-538.75,T2B0000029,640302000
8,66.74,T2B0000029,640304000
8,-110.01,T2B0000029,640312000
8,-1354.99,T2B0000029,640901000
8,-24.560000000000002,T2B0000029,640901011
8,-15.58,T2B0000029,640901012
8,-189.63999999999987,T2B0000029,640901013
8,-213,T2B0000029,641601000
8,-516.3700000000001,T2B0000029,660801000
8,-10.32,T2B0000029,661201000
8,-11.22,T2B0000029,661202000
8,-114.67,T2B0000029,661402000
8,-8.47,T2B0000029,662212000
8,-22.39,T2B0000029,662213000
8,-20.62,T2B0000029,663701000
8,-104.96000000000001,T2B0000029,664001000
8,-0.42,T2B0000029,664101000
8,-10.35,T2B0000029,664104000
8,-11.12,T2B0000029,664201000
8,-86,T2B0000029,710516000
8,-88.56,T2B0000030,610501000
8,-106.45,T2B0000030,611601000
8,-65.64,T2B0000030,612205000
8,-214.2,T2B0000030,612809000
8,-5.95,T2B0000030,613101000
8,-14335.42,T2B0000030,640301000
8,-2538.75,T2B0000030,640302000
8,-417.51,T2B0000030,640312000
8,-5196.23,T2B0000030,640901000
8,-99.98000000000002,T2B0000030,640901011
8,-101.57000000000001,T2B0000030,640901012
8,-689.2799999999997,T2B0000030,640901013
8,-525,T2B0000030,641601000
8,-1726.47,T2B0000030,660801000
8,-34.39,T2B0000030,661201000
8,-37.39,T2B0000030,661202000
8,-36.51,T2B0000030,661301000
8,-382.22,T2B0000030,661402000
8,-468.95,T2B0000030,662202000
8,-189.94,T2B0000030,662204000
8,-20.509999999999998,T2B0000030,662208000
8,-28.23,T2B0000030,662212000
8,-1096.49,T2B0000030,662213000
8,-540.44,T2B0000030,663701000
8,-51.620000000000005,T2B0000030,663903000
8,-354.47999999999996,T2B0000030,664001000
8,-1.4,T2B0000030,664101000
8,-35.43,T2B0000030,664104000
8,-37.08,T2B0000030,664201000
8,-455.29,T2B0000030,710516000
8,-20934.43,T2B0000031,612809000
8,-4027.8199999999997,T2B0000031,612809015
8,-1411.9099999999999,T2B0000031,613101000
8,-607.28,T2B0000031,660702000
8,-343803.64000000025,T2B0000031,660801000
8,745333.3300000001,T2B0000031,660807000
8,-89,T2B0000031,661102000
8,-10287.7,T2B0000031,661201000
8,-6338.170000000004,T2B0000031,661202000
8,-16.52,T2B0000031,661301000
8,-67350.96999999986,T2B0000031,661402000
8,-15251,T2B0000031,661404000
8,1.1546319456101628e-14,T2B0000031,661701000
8,-660.17,T2B0000031,662101000
8,-34.16999999999999,T2B0000031,662208000
8,-20.84,T2B0000031,663701000
8,-326.2,T2B0000031,663801000
8,-702.52,T2B0000031,663903000
8,-33.49,T2B0000031,664001000
8,-44665,T2B0000031,710501000
8,-48952,T2B0000031,710516000
8,-308,T2B0000031,710520000
8,-140,T2B0000031,711401000
8,-736803,T2B0000031,712601000
8,-443,T2B0000031,712801000
8,-3252.02,T2B0000032,612712000
8,-75,T2B0000032,710516000
8,-15011.509999999987,T2B0000033,610501000
8,-13517,T2B0000033,710501000
8,-3160,T2B0000033,710516000
8,-84,T2B0000033,710520000
8,-1086.25,T2B0000034,612809015
8,-32.37,T2B0000034,661301000
8,-4817,T2B0000034,710501000
8,-527,T2B0000034,710516000
8,-35.42,T2B0000035,610501000
8,-135.79,T2B0000035,610601000
8,-44.5,T2B0000035,611601000
8,-20.1,T2B0000035,612205000
8,-534.69,T2B0000035,612809015
8,-2.38,T2B0000035,613101000
8,-9248.820000000002,T2B0000035,640301000
8,-2792.1900000000023,T2B0000035,640302000
8,183.54,T2B0000035,640304000
8,-234.16,T2B0000035,640312000
8,-2881.2300000000005,T2B0000035,640901000
8,-85.03,T2B0000035,640901011
8,-47.330000000000005,T2B0000035,640901012
8,-892.4800000000002,T2B0000035,640901013
8,-504.28,T2B0000035,641601000
8,-678.14,T2B0000035,660801000
8,-13.75,T2B0000035,661201000
8,-14.96,T2B0000035,661202000
8,-23.03,T2B0000035,661301000
8,-152.89,T2B0000035,661402000
8,-15.24,T2B0000035,662208000
8,-11.29,T2B0000035,662212000
8,-1737.28,T2B0000035,662213000
8,-43.919999999999995,T2B0000035,663701000
8,-152.58,T2B0000035,664001000
8,-0.56,T2B0000035,664101000
8,-54.94,T2B0000035,664104000
8,-14.83,T2B0000035,664201000
8,-152,T2B0000035,710516000
8,-132.83,T2B0000036,610501000
8,-136.1,T2B0000036,611601000
8,-52.26,T2B0000036,612205000
8,-8.93,T2B0000036,613101000
8,-27397.740000000005,T2B0000036,640301000
8,-6131.07,T2B0000036,640302000
8,150.17,T2B0000036,640304000
8,-1053.2800000000002,T2B0000036,640312000
8,-142.39,T2B0000036,640606000
8,-9885.34,T2B0000036,640901000
8,-213.17999999999998,T2B0000036,640901011
8,-166.92000000000002,T2B0000036,640901012
8,-2158.1400000000017,T2B0000036,640901013
8,-971.1800000000001,T2B0000036,641601000
8,-622.96,T2B0000036,641602000
8,-2574.1400000000003,T2B0000036,660801000
8,-51.58,T2B0000036,661201000
8,-56.08,T2B0000036,661202000
8,-573.33,T2B0000036,661402000
8,-639.31,T2B0000036,662202000
8,-506.82,T2B0000036,662204000
8,-42.34,T2B0000036,662212000
8,-33.22,T2B0000036,662213000
8,-87.31000000000002,T2B0000036,663701000
8,-416.71999999999997,T2B0000036,664001000
8,-2.1,T2B0000036,664101000
8,-51.74,T2B0000036,664104000
8,-55.62,T2B0000036,664201000
8,-7.33,T2B0000036,664605019
8,-341,T2B0000036,710516000
8,-97.41,T2B0000037,610501000
8,-135.79,T2B0000037,610601000
8,-92.2,T2B0000037,611601000
8,-48.24,T2B0000037,612205000
8,-6.55,T2B0000037,613101000
8,-24487.249999999996,T2B0000037,640301000
8,-6621.129999999997,T2B0000037,640302000
8,-985.97,T2B0000037,640304000
8,-789.9599999999999,T2B0000037,640312000
8,-10723.96,T2B0000037,640901000
8,-250.9,T2B0000037,640901011
8,-142.89,T2B0000037,640901012
8,-870.9100000000008,T2B0000037,640901013
8,-672,T2B0000037,641601000
8,-316.63,T2B0000037,641602000
8,-1870.0700000000002,T2B0000037,660801000
8,-37.82,T2B0000037,661201000
8,-41.13,T2B0000037,661202000
8,-55.14,T2B0000037,661301000
8,-420.44,T2B0000037,661402000
8,-31.05,T2B0000037,662212000
8,-59.46,T2B0000037,662213000
8,-91.65,T2B0000037,663701000
8,-359.15999999999997,T2B0000037,664001000
8,-1.54,T2B0000037,664101000
8,-37.94,T2B0000037,664104000
8,-40.79,T2B0000037,664201000
8,-253,T2B0000037,710516000
8,-31.720000000000002,T2B0000038,661301000
8,-20648.65,T2B0000040,612712000
8,-3483.2200000000025,T2B0000040,663701000
8,-32589.62,T2B0000040,710516000
8,-29.34,T2B0000042,610001000
8,-56.79,T2B0000042,610601002
8,-2.91,T2B0000042,661301000
8,-6,T2B0000042,662204000
8,-16,T2B0000042,710516000
8,-53.13,T2B0000047,610501000
8,-31.5,T2B0000047,610601000
8,-2628.6,T2B0000047,611601000
8,-3.57,T2B0000047,613101000
8,-16369.849999999999,T2B0000047,640301000
8,-2331.25,T2B0000047,640302000
8,-1101.51,T2B0000047,640304000
8,-564.19,T2B0000047,640312000
8,-6153.3,T2B0000047,640901000
8,-130.78,T2B0000047,640901011
8,-140.25,T2B0000047,640901012
8,-820.6000000000004,T2B0000047,640901013
8,-1090.21,T2B0000047,641601000
8,-288.29999999999995,T2B0000047,641602000
8,-908.1500000000001,T2B0000047,660801000
8,-20.63,T2B0000047,661201000
8,-22.43,T2B0000047,661202000
8,-229.33,T2B0000047,661402000
8,-36.7,T2B0000047,662212000
8,-11.2,T2B0000047,662213000
8,-30.42,T2B0000047,663701000
8,-430.48,T2B0000047,664001000
8,-1.82,T2B0000047,664101000
8,-44.84,T2B0000047,664104000
