Month,Values
12,-64.89
12,-90.89
12,-1719.07
12,-53.71
12,-1895.8
12,-23.09
12,-571.68
12,-2.64
12,-49.34
12,-337
12,-241.83
12,-108.39
12,-123.3
12,-7.75
12,-31398.23
12,2461.91
12,1133.39
12,-694.98
12,-41.02
12,-10736.7
12,-263.86
12,-86.76
12,423.62
12,-1222.6
12,287.32
12,-2834.39
12,-51.23
12,-71.76
12,-1357.16
12,-450
12,-42.4
12,-778.68
12,-138
12,-44.2
12,-433.02
12,-2.08
12,-38.95
12,-257
12,-354.69
12,-283.6
12,-11.37
12,-33590.28
12,-1882.97
12,-10622.06
12,-1448.28
12,-512.93
12,-17518.02
12,-481.34
12,-178.27
12,705.75
12,-792.08
12,-183.82
12,-4312.73
12,-75.14
12,-105.24
12,-1990.5
12,-62.19
12,-1979.57
12,-141.38
12,-762.49
12,-3.05
12,-57.13
12,-422
12,-241.83
12,-108.39
12,-192.8
12,-43332
12,-7.75
12,-21041.58
12,1618.79
12,-2797.09
12,-787.49
12,-82.04
12,-8668.19
12,-223.71
12,-101.83
12,569.82
12,-995.87
12,-194.64
12,-2854.17
12,-51.23
12,-71.76
12,-1357.16
12,-42.4
12,-5923.23
12,-23
12,-67.63
12,-521.96
12,-2.08
12,-38.95
12,-263
12,-225.71
12,-283.77
12,-212.9
12,-7.23
12,-18046.08
12,766.45
12,61.88
12,-615
12,-6643.34
12,-148.62
12,-90.59
12,269.8
12,-588.85
12,-157.53
12,-2515.95
12,-47.82
12,-66.97
12,-1266.68
12,-829.2
12,-36.75
12,-563.12
12,-56
12,-15.84
12,-430.86
12,-1.8
12,-33.76
12,-238
12,-338.56
12,-1244.3
12,-10.85
12,-28944.64
12,3251.11
12,-851.99
12,-1207.47
12,-400
12,-11853.15
12,-296.5
12,-247.44
12,1574.18
12,-1212.85
12,-326.37
12,-3877.78
12,-71.73
12,-100.46
12,-1900.02
12,-1383.71
12,-59.36
12,-1308.47
12,-228.89
12,-793.51
12,-2.91
12,-54.53
12,-373
12,-80.61
12,-80.05
12,-2.58
12,-9734.39
12,464.12
12,-954.12
12,-365.82
12,-295.71
12,-4056.94
12,-107.79
12,-57.23
12,351.48
12,163.19
12,-852.42
12,-17.08
12,-23.92
12,-452.39
12,-889.4
12,-625.26
