Month,Values,CostCarrier,CostElement
4,-105,T2B0000035,710516000
4,-143.26,T2B0000036,610501000
4,-127.2,T2B0000036,611601000
4,-56.28,T2B0000036,612205000
4,-6.98,T2B0000036,613101000
4,-32826.76,T2B0000036,640301000
4,-4323.75,T2B0000036,640302000
4,-1053.2800000000002,T2B0000036,640312000
4,-149.86,T2B0000036,640606000
4,-12125.31,T2B0000036,640901000
4,-336.93,T2B0000036,640901011
4,-181.45,T2B0000036,640901012
4,-1521.96,T2B0000036,640901013
4,-1083.68,T2B0000036,641601000
4,-266.51,T2B0000036,641602000
4,-2833.9100000000003,T2B0000036,660801000
4,-49.49,T2B0000036,661201000
4,-102.42,T2B0000036,661202000
4,-600.39,T2B0000036,661402000
4,-894.36,T2B0000036,662202000
4,-157.84999999999997,T2B0000036,662204000
4,-69.14,T2B0000036,662212000
4,-309.4,T2B0000036,662213000
4,-69,T2B0000036,662602000
4,-149.42,T2B0000036,663701000
4,-455.2,T2B0000036,664001000
4,122.6,T2B0000036,664104000
4,6.74,T2B0000036,664201000
4,-11.88,T2B0000036,664605019
4,-300,T2B0000036,710516000
4,-107.45,T2B0000037,610501000
4,-96.95,T2B0000037,611601000
4,-48.24,T2B0000037,612205000
4,-5.24,T2B0000037,613101000
4,-27219.64,T2B0000037,640301000
4,-3921.25,T2B0000037,640302000
4,770.31,T2B0000037,640304000
4,-789.96,T2B0000037,640312000
4,-9643.339999999998,T2B0000037,640901000
4,-259.8500000000001,T2B0000037,640901011
4,-151.2,T2B0000037,640901012
4,-1380.2800000000007,T2B0000037,640901013
4,-518.84,T2B0000037,641601000
4,-435.16999999999996,T2B0000037,641602000
4,-2111.82,T2B0000037,660801000
4,-37.12,T2B0000037,661201000
4,-76.82,T2B0000037,661202000
4,-450.29,T2B0000037,661402000
4,-550.77,T2B0000037,662202000
4,-51.85,T2B0000037,662212000
4,-23,T2B0000037,662602000
4,-99.94999999999999,T2B0000037,663701000
4,-351.42,T2B0000037,664001000
4,92.95,T2B0000037,664104000
4,5.05,T2B0000037,664201000
4,-246,T2B0000037,710516000
4,-19380.42,T2B0000040,612712000
4,-4266.92,T2B0000040,663701000
4,0,T2B0000040,664603009
4,-19858,T2B0000040,710516000
4,-27.85,T2B0000042,610001000
4,-16,T2B0000042,710516000
4,-53.72,T2B0000047,610501000
4,-2635,T2B0000047,611601000
4,-2.62,T2B0000047,613101000
4,-17313.72,T2B0000047,640301000
4,-4647.1900000000005,T2B0000047,640302000
4,-2304.02,T2B0000047,640304000
4,-674.1999999999998,T2B0000047,640312000
4,-8001.439999999999,T2B0000047,640901000
4,-224.26999999999998,T2B0000047,640901011
4,-159.57,T2B0000047,640901012
4,-91.07999999999993,T2B0000047,640901013
4,-27.980000000000047,T2B0000047,641601000
4,-83.03,T2B0000047,641602000
4,-935.17,T2B0000047,660801000
4,-18.56,T2B0000047,661201000
4,-38.41,T2B0000047,661202000
4,-225.15,T2B0000047,661402000
4,-56.18,T2B0000047,662212000
4,-833.7199999999999,T2B0000047,662213000
4,-17.259999999999998,T2B0000047,663701000
4,-412.96000000000004,T2B0000047,664001000
4,99.61,T2B0000047,664104000
4,5.47,T2B0000047,664201000
4,-110,T2B0000047,710516000
4,-44.77,T2B0000049,610501000
